日期	台積電收盤價_新台幣元	台積電成交量_千股	聯電收盤價_新台幣元	聯電成交量_千股
1997/5/3	6.8	58141	12.25	64351
1997/5/5	6.76	70507	11.98	45924
1997/5/6	6.87	64610	11.89	41738
1997/5/7	7.29	78975	12.61	103414
1997/5/8	7.22	54478	12.7	105481
1997/5/9	7.71	87744	13.24	176695
1997/5/10	8.06	84094	13.24	165717
1997/5/12	7.78	83114	12.52	113846
1997/5/13	7.92	82767	12.25	79784
1997/5/14	7.61	66126	12.43	62016
1997/5/15	7.08	92937	11.62	93714
1997/5/16	6.87	66597	11.53	47860
1997/5/17	7.18	34427	11.98	28909
1997/5/19	7.32	36881	12.07	21287
1997/5/20	7.11	55236	11.89	24824
1997/5/21	7.4	43079	12.16	27513
1997/5/22	7.47	53134	12.7	54970
1997/5/23	7.75	57805	12.88	75010
1997/5/24	7.82	54186	13.24	115004
1997/5/26	7.96	49280	13.15	65600
1997/5/27	7.82	41268	12.97	53538
1997/5/28	8.17	73609	13.15	78398
1997/5/29	8.24	75490	13.33	142391
1997/5/30	8.42	49871	13.6	77370
1997/5/31	8.38	44756	13.6	58912
1997/6/2	8.38	53603	13.96	72333
1997/6/3	8.77	60973	14.14	63370
1997/6/4	9.05	48941	14.77	103289
1997/6/5	8.77	50645	14.77	118659
1997/6/6	8.98	46718	15.4	77902
1997/6/7	9.51	51115	16.03	106845
1997/6/10	9.47	41301	16.12	103038
1997/6/11	9.19	62446	15.49	97415
1997/6/12	9.83	67027	15.58	137522
1997/6/13	10.37	104432	15.13	90811
1997/6/14	10.31	38367	15.31	56083
1997/6/16	11.02	45609	15.85	81895
1997/6/17	11.72	63016	16.3	132058
1997/6/18	11.99	64262	17.38	141701
1997/6/19	11.29	76769	17.38	243180
1997/6/20	11.88	77180	18.55	65297
1997/6/21	11.66	53267	19.09	166332
1997/6/23	12.47	68049	20.35	145270
1997/6/24	13.17	90307	20.08	140304
1997/6/25	13.44	66521	20.89	117955
1997/6/26	12.96	76091	20.98	154492
1997/6/27	13.01	60391	20.26	94894
1997/6/28	13.66	57718	20.71	77045
1997/6/30	13.34	61221	20.44	82570
1997/7/2	12.42	65927	19.09	106405
1997/7/3	12.74	50213	19.72	72091
1997/7/4	12.96	51772	21.07	92838
1997/7/5	13.23	37824	21.7	108552
1997/7/7	13.34	43676	22.42	93510
1997/7/8	13.17	36400	23.05	81399
1997/7/9	13.71	52131	24.58	111818
1997/7/10	13.71	70082	25.22	116187
1997/7/11	14.09	117539	25.4	103870
1997/7/12	14.15	50118	25.94	60912
1997/7/14	14.85	59798	27.74	74612
1997/7/15	15.06	88973	29.18	96226
1997/7/16	16.09	93098	30.26	88496
1997/7/17	16.04	59877	28.28	86337
1997/7/18	17.06	97240	29.18	98351
1997/7/19	16.63	74793	27.92	50093
1997/7/21	16.04	88586	26.39	78550
1997/7/22	15.01	110778	25.94	96361
1997/7/23	14.47	94569	26.69	140065
1997/7/24	15.44	59305	28.46	95198
1997/7/25	16.52	93699	30.36	72283
1997/7/26	17.06	77008	32.38	100579
1997/7/28	16.85	87986	33.09	115325
1997/7/29	15.77	114692	31.79	102565
1997/7/30	16.2	65746	31.43	80217
1997/7/31	16.74	67962	32.26	57952
1997/8/1	16.52	43774	31.55	59087
1997/8/2	16.95	68789	33.21	94023
1997/8/4	17.6	62297	34.16	97036
1997/8/5	17.06	51228	32.85	79552
1997/8/6	16.52	55115	32.5	75172
1997/8/7	16.31	36518	31.79	64266
1997/8/8	17.39	69521	32.73	73435
1997/8/9	17.17	50744	32.5	56960
1997/8/11	16.31	69482	30.84	74606
1997/8/12	16.52	59082	30.24	69321
1997/8/13	15.39	60281	28.46	69148
1997/8/14	15.39	56314	29.29	73739
1997/8/15	16.41	76398	30.36	86276
1997/8/16	16.41	63312	30.12	47290
1997/8/19	16.41	60135	30.12	50571
1997/8/20	16.95	67679	31.31	58274
1997/8/21	17.71	72805	32.62	98302
1997/8/22	17.6	51636	32.5	64342
1997/8/23	18.36	76741	32.97	85213
1997/8/25	18.36	51001	32.73	52834
1997/8/26	18.14	63569	32.73	77057
1997/8/27	17.39	71536	32.73	97792
1997/8/28	16.85	66472	31.07	106467
1997/8/30	17.39	52900	30.6	60836
1997/9/1	16.31	66453	29.06	53155
1997/9/2	15.98	83768	27.28	75378
1997/9/3	16.95	57396	29.18	58306
1997/9/4	16.31	48333	27.87	57451
1997/9/5	16.85	45210	28.58	54790
1997/9/6	16.63	28443	28.46	36486
1997/9/8	16.2	58544	26.8	67071
1997/9/9	15.93	58576	25.62	64423
1997/9/10	15.98	41286	25.74	48383
1997/9/11	15.71	60594	24.43	59733
1997/9/12	15.6	28475	24.43	38408
1997/9/13	14.96	49236	22.77	59310
1997/9/15	14.42	57313	21.23	89763
1997/9/17	15.12	38235	22.65	76752
1997/9/18	15.55	28564	23.01	68919
1997/9/19	15.98	57253	23.01	74830
1997/9/20	15.98	22114	22.65	32376
1997/9/22	15.77	22604	22.06	38783
1997/9/23	15.23	36756	21.35	55859
1997/9/24	15.23	28531	20.76	51248
1997/9/25	14.58	56501	19.33	112541
1997/9/26	14.31	61641	19.33	103105
1997/9/27	15.06	35378	20.52	77992
1997/9/30	14.79	36312	20.28	77949
1997/10/1	15.23	47694	21.11	100584
1997/10/2	15.39	45860	20.87	85578
1997/10/3	15.71	38722	21.82	57462
1997/10/4	15.82	57166	20.4	58558
1997/10/6	15.33	39353	19.21	185545
1997/10/7	15.01	52182	19.57	100064
1997/10/8	15.28	33343	18.74	129082
1997/10/9	15.87	52742	19.45	62002
1997/10/13	16.95	88062	19.81	69091
1997/10/14	16.95	47121	19.69	34039
1997/10/15	16.41	40301	19.21	35201
1997/10/16	15.66	78232	17.91	79561
1997/10/17	15.01	97960	16.72	81820
1997/10/18	13.98	67264	15.66	51402
1997/10/20	13.01	50651	14.59	64452
1997/10/21	13.88	90573	15.54	74270
1997/10/22	13.17	109127	15.77	110974
1997/10/23	13.5	72512	16.84	120543
1997/10/24	13.01	70985	16.84	102238
1997/10/27	12.53	70841	16.37	63089
1997/10/28	11.66	22564	15.3	65623
1997/10/29	10.85	106478	14.23	136756
1997/10/30	10.53	93148	14.71	92418
1997/11/3	11.23	39163	15.66	72511
1997/11/4	11.99	26045	16.37	115829
1997/11/5	12.8	97338	16.6	111084
1997/11/6	13.66	38858	17.67	169579
1997/11/7	13.61	121323	16.49	152858
1997/11/8	12.74	98704	15.42	86920
1997/11/10	13.61	99407	16.01	78704
1997/11/11	13.5	70026	15.66	44793
1997/11/13	13.07	66932	15.18	45218
1997/11/14	12.85	74787	14.71	70487
1997/11/15	12.85	66575	15.06	58076
1997/11/17	13.61	86223	15.66	72173
1997/11/18	13.17	113998	15.18	86420
1997/11/19	13.55	50268	15.54	29304
1997/11/20	13.17	58867	15.3	30879
1997/11/21	13.28	42991	16.01	64456
1997/11/22	13.28	35939	15.77	57530
1997/11/24	12.96	42788	15.42	28504
1997/11/25	13.17	41035	15.3	23948
1997/11/26	12.9	37319	15.18	26639
1997/11/27	13.07	24601	15.06	25418
1997/11/28	12.96	36842	15.18	24422
1997/12/1	12.09	53741	14.23	40257
1997/12/2	12.47	71080	14.83	53413
1997/12/3	12.8	48604	14.83	37668
1997/12/4	13.23	39430	15.54	55749
1997/12/5	13.07	41581	15.3	57841
1997/12/6	13.34	39491	16.37	115940
1997/12/8	13.98	67711	17.43	152160
1997/12/9	13.61	56072	17.55	160163
1997/12/10	13.71	30710	17.55	81865
1997/12/11	13.34	41786	16.49	85210
1997/12/12	13.39	34319	17.08	91133
1997/12/13	13.17	23493	16.6	50508
1997/12/15	13.07	16134	16.25	33714
1997/12/16	12.74	32623	15.89	38476
1997/12/17	12.8	20016	16.01	24690
1997/12/18	12.36	51802	15.54	43243
1997/12/19	11.72	53396	14.83	53500
1997/12/20	12.09	24927	15.3	31168
1997/12/22	11.77	17441	14.94	23028
1997/12/23	11.77	14678	14.94	20914
1997/12/24	12.2	23766	15.42	30522
1997/12/26	11.99	15063	15.18	19966
1997/12/27	11.88	7650	15.06	15987
1997/12/29	11.88	6450	14.94	10614
1997/12/30	12.04	12889	15.06	13106
1997/12/31	12.09	15882	15.18	14145
1998/1/3	12.31	10838	15.18	9625
1998/1/5	12.09	9044	14.83	13203
1998/1/6	12.2	8670	14.94	13699
1998/1/7	12.04	9058	14.71	11163
1998/1/8	11.99	12049	14.71	12099
1998/1/9	11.72	31533	14.23	23771
1998/1/12	10.91	38343	13.28	47802
1998/1/13	10.91	26573	13.52	19807
1998/1/14	11.66	29099	14.35	33067
1998/1/15	11.77	25056	14.23	28746
1998/1/16	11.66	26117	14.23	30348
1998/1/17	11.93	17420	14.71	30830
1998/1/19	11.72	19662	14.23	20994
1998/1/20	12.09	23977	14.59	26974
1998/1/21	12.9	57907	15.42	77158
1998/1/22	12.69	39881	15.06	41689
1998/2/2	13.55	22611	16.01	47366
1998/2/3	14.47	42078	17.08	107975
1998/2/4	15.12	97826	16.96	130629
1998/2/5	15.39	90184	18.15	142190
1998/2/6	14.85	86252	18.5	279212
1998/2/7	15.33	72994	19.69	163230
1998/2/9	15.12	98962	18.98	197425
1998/2/10	15.33	60281	18.98	128555
1998/2/11	15.77	94245	19.33	132046
1998/2/12	16.04	94498	19.33	97364
1998/2/13	15.44	84292	18.38	111606
1998/2/16	15.77	58471	17.79	104684
1998/2/17	16.2	123214	18.74	93561
1998/2/18	16.63	76565	18.5	84664
1998/2/19	17.28	90378	19.21	124497
1998/2/20	17.39	79723	19.81	146878
1998/2/21	17.28	45760	19.69	84303
1998/2/23	16.95	57236	18.98	87356
1998/2/24	17.82	113460	19.45	110502
1998/2/25	17.6	57874	20.04	213478
1998/2/26	18.25	82770	21.35	188822
1998/2/27	18.03	67421	21.59	223809
1998/3/2	17.93	31221	22.06	114673
1998/3/3	17.71	53700	21.59	124574
1998/3/4	16.95	66718	20.16	126835
1998/3/5	16.2	93341	18.98	122628
1998/3/6	16.63	79728	19.21	117870
1998/3/7	16.2	49916	18.74	78441
1998/3/9	15.98	37606	18.15	64556
1998/3/10	16.41	37916	18.38	49943
1998/3/11	16.85	45522	18.98	46882
1998/3/12	16.63	39911	18.98	68350
1998/3/13	16.85	23047	18.74	36542
1998/3/16	17.39	43953	19.21	33638
1998/3/17	17.39	51593	19.21	69666
1998/3/18	16.95	39518	18.74	41875
1998/3/19	17.17	26743	18.74	29241
1998/3/20	17.28	23080	18.86	22984
1998/3/21	16.95	19285	18.26	29943
1998/3/23	16.52	30886	18.03	30743
1998/3/24	16.85	18648	18.38	21801
1998/3/25	17.49	39382	19.21	45833
1998/3/26	17.28	32989	18.5	41574
1998/3/27	17.6	23385	18.86	24458
1998/3/30	17.39	16248	18.74	15913
1998/3/31	17.49	18146	18.5	13740
1998/4/1	17.39	18526	18.5	15119
1998/4/2	17.39	16039	18.03	24562
1998/4/3	17.6	17020	18.38	22784
1998/4/4	17.6	17403	18.26	26492
1998/4/7	17.39	11077	18.26	17285
1998/4/8	17.39	14775	18.15	15031
1998/4/9	16.95	29175	17.79	23793
1998/4/10	16.52	56798	17.43	46102
1998/4/13	15.87	40072	16.49	48711
1998/4/14	15.66	31738	16.13	34457
1998/4/15	15.98	18667	16.25	26976
1998/4/16	15.82	18292	15.89	21866
1998/4/17	15.17	28554	15.54	33211
1998/4/18	15.82	30541	16.49	42027
1998/4/20	15.12	32771	15.42	43361
1998/4/21	15.33	35107	15.66	51103
1998/4/22	15.66	27622	16.01	32189
1998/4/23	15.93	48397	15.77	29139
1998/4/24	15.87	25762	15.66	20110
1998/4/27	15.39	17493	15.18	20989
1998/4/28	15.39	23377	15.18	27040
1998/4/29	15.33	18082	14.94	21446
1998/4/30	15.39	17174	14.71	25152
1998/5/2	15.33	14183	14.94	17447
1998/5/4	15.5	13066	15.77	23257
1998/5/5	15.06	35450	15.06	30192
1998/5/6	15.23	30177	15.18	20806
1998/5/7	15.01	14992	15.18	14025
1998/5/8	15.01	18319	14.94	13550
1998/5/11	15.44	22960	15.3	22928
1998/5/12	15.23	12588	15.06	10963
1998/5/13	15.28	13500	14.94	11843
1998/5/14	15.55	23917	15.06	10299
1998/5/15	15.71	26395	14.94	10401
1998/5/16	15.44	12629	15.06	11907
1998/5/18	15.23	11804	14.83	12214
1998/5/19	15.23	18676	14.59	18277
1998/5/20	15.33	13315	15.06	26212
1998/5/21	15.23	11988	14.83	14304
1998/5/22	15.23	15637	14.83	11326
1998/5/25	14.85	29488	14.71	12680
1998/5/26	14.25	48353	13.99	29158
1998/5/27	13.66	39937	13.76	23667
1998/5/28	13.77	22619	14.23	20264
1998/5/29	13.12	27455	13.76	23129
1998/6/1	12.31	30076	12.93	32317
1998/6/2	11.88	55699	12.33	40074
1998/6/3	12.04	38059	12.33	28466
1998/6/4	11.34	35282	11.48	58085
1998/6/5	11.77	33919	11.79	37821
1998/6/6	12.04	21355	11.77	21783
1998/6/8	11.88	16151	11.65	24437
1998/6/9	11.56	16291	11.53	46256
1998/6/10	10.96	21352	11.21	89066
1998/6/11	10.69	24635	11.8	86676
1998/6/12	10.96	43364	12.17	111711
1998/6/15	11.57	57603	12.6	87875
1998/6/16	11.65	68076	12.85	101248
1998/6/17	11.88	41791	12.85	79834
1998/6/18	12.68	43693	13.75	97219
1998/6/19	13.24	77799	13.56	86459
1998/6/20	13.08	50415	13.65	76020
1998/6/22	12.44	41891	12.76	78925
1998/6/23	12.2	36204	12.7	50338
1998/6/24	12.12	26862	12.57	44971
1998/6/25	12.28	17486	12.73	27072
1998/6/26	11.88	34805	12.39	54279
1998/6/29	11.33	35159	12.14	44080
1998/6/30	11.33	31450	12.2	28760
1998/7/2	12.04	27101	12.7	36093
1998/7/3	11.57	23543	12.26	34810
1998/7/4	11.57	24679	12.29	24331
1998/7/6	11.73	28688	12.2	31962
1998/7/7	11.49	12466	12.11	24667
1998/7/8	11.65	15720	12.39	19606
1998/7/9	11.96	59882	12.57	60885
1998/7/10	11.73	29211	12.48	21959
1998/7/13	11.33	35983	12.23	15356
1998/7/14	11.33	21465	12.2	14565
1998/7/15	11.57	22967	12.45	14917
1998/7/16	11.8	30053	12.66	42625
1998/7/17	12.2	61095	12.76	48606
1998/7/18	12.36	45428	13.04	69410
1998/7/20	12.6	37931	12.94	27790
1998/7/21	12.12	42664	12.76	39446
1998/7/22	12.28	36020	12.57	36841
1998/7/23	12.28	19809	12.45	13202
1998/7/24	12.52	36489	12.6	18183
1998/7/27	12.52	17986	12.42	14821
1998/7/28	12.6	46252	12.42	32274
1998/7/29	12.6	18528	12.63	29286
1998/7/30	12.6	17633	12.57	38830
1998/7/31	12.44	16018	12.51	24132
1998/8/1	12.44	14432	12.82	28390
1998/8/3	12.28	11392	12.51	23280
1998/8/4	12.28	12263	12.97	78028
1998/8/5	12.28	14785	12.7	61390
1998/8/6	12.2	9548	12.6	24761
1998/8/7	12.36	12669	12.6	18426
1998/8/10	12.2	13385	12.51	16563
1998/8/11	12.12	20623	12.36	21124
1998/8/12	11.96	16834	12.32	15170
1998/8/13	12.04	16249	12.26	13587
1998/8/14	11.96	21258	11.95	48426
1998/8/15	11.88	8923	12.02	20837
1998/8/17	11.57	17073	12.02	14380
1998/8/18	10.93	96636	11.8	41702
1998/8/19	11.33	33823	11.92	18409
1998/8/20	11.25	15822	11.86	8676
1998/8/21	11.01	18047	11.61	16819
1998/8/24	10.29	46645	10.87	36068
1998/8/25	10.29	30508	10.56	31306
1998/8/26	10.21	30794	10.19	33366
1998/8/27	10.29	26937	10.1	37673
1998/8/28	10.05	24220	10.16	34382
1998/8/29	10.05	14627	10.1	22004
1998/8/31	9.81	18705	9.79	14273
1998/9/1	9.41	27662	9.3	36074
1998/9/2	9.81	19047	9.82	24034
1998/9/3	9.17	46867	9.33	25204
1998/9/4	9.17	33754	9.51	20306
1998/9/5	9.81	46824	10.16	43441
1998/9/7	9.81	29060	10.35	44248
1998/9/8	10.05	27425	10.6	49613
1998/9/9	10.21	35436	10.38	34031
1998/9/10	10.21	24424	10.38	18252
1998/9/11	9.97	24907	10.35	21677
1998/9/14	9.97	12792	10.35	18652
1998/9/15	9.97	10342	10.29	14162
1998/9/16	10.13	13502	10.44	12544
1998/9/17	10.21	29641	10.53	30336
1998/9/18	10.05	8759	10.38	11465
1998/9/19	10.13	12744	10.56	16672
1998/9/21	10.05	13733	10.66	46703
1998/9/22	10.13	10170	11.4	75935
1998/9/23	10.29	33117	11.37	98731
1998/9/24	10.37	20630	10.87	41182
1998/9/25	10.45	10845	11.09	32363
1998/9/28	10.69	22191	11	18068
1998/9/29	10.85	34701	10.84	22540
1998/9/30	10.53	24759	10.9	45881
1998/10/1	10.05	19614	10.6	20203
1998/10/2	9.57	24808	10.26	24034
1998/10/3	9.81	17586	10.41	21992
1998/10/6	9.49	14794	10.19	15943
1998/10/7	9.57	11235	10.5	23802
1998/10/8	10.05	17575	10.93	34958
1998/10/9	9.81	10977	10.6	21565
1998/10/12	9.89	10092	10.6	16691
1998/10/13	10.05	11210	10.66	17008
1998/10/14	9.97	13793	10.69	15161
1998/10/15	10.05	8889	10.66	9748
1998/10/17	10.29	30283	10.81	27852
1998/10/19	10.29	10138	10.93	21347
1998/10/20	9.97	14747	10.63	14839
1998/10/21	10.13	10639	10.81	16149
1998/10/22	9.89	12357	10.9	19483
1998/10/23	9.97	9778	11.21	46393
1998/10/26	9.97	9739	11	20509
1998/10/27	9.97	6054	10.84	21656
1998/10/28	10.05	7832	10.72	16884
1998/10/29	10.05	7268	10.81	8800
1998/10/30	10.45	31699	11.24	34481
1998/10/31	10.77	47830	11.74	102913
1998/11/2	11.17	47656	12.02	111347
1998/11/3	10.93	31269	11.61	50549
1998/11/4	10.61	23338	11.71	49007
1998/11/5	11.01	26024	12.05	94148
1998/11/6	10.93	22473	11.92	51603
1998/11/7	11.01	17089	12.05	47044
1998/11/9	10.93	10334	11.8	23107
1998/11/10	10.53	15083	11.49	26247
1998/11/11	10.37	16951	11.37	23498
1998/11/13	10.69	18901	11.49	26066
1998/11/16	10.93	13884	11.99	34829
1998/11/17	11.65	65792	12.73	125401
1998/11/18	11.8	76725	12.54	77840
1998/11/19	12.6	73283	13.41	121645
1998/11/20	12.76	63937	13.9	131436
1998/11/21	12.44	48494	13.78	93193
1998/11/23	12.2	24992	13.31	50442
1998/11/24	13	84133	14.24	126421
1998/11/25	13.24	101993	14.64	220478
1998/11/26	13.16	74369	14.73	210744
1998/11/27	12.84	35491	14.49	96832
1998/11/30	12.52	21475	14.15	58079
1998/12/1	12.28	23536	14.27	100845
1998/12/2	12.28	24019	14.3	89232
1998/12/3	12.44	22389	14.33	48635
1998/12/4	12.76	38431	14.43	95167
1998/12/7	12.84	45176	14.39	94310
1998/12/8	12.6	24169	14.09	62805
1998/12/9	12.6	18618	13.78	50348
1998/12/10	12.36	14239	13.93	53831
1998/12/11	12.12	19347	13.9	72348
1998/12/14	11.49	29411	13.9	59626
1998/12/15	11.49	34085	13.5	72741
1998/12/16	11.17	19136	12.66	58824
1998/12/17	11.01	19694	12.2	55830
1998/12/18	11.17	28247	12.57	71951
1998/12/19	11.25	19254	12.36	43176
1998/12/21	11.33	13359	12.36	33070
1998/12/22	11.96	26338	13.22	60297
1998/12/23	11.8	17266	12.97	47456
1998/12/24	11.8	17130	12.85	40488
1998/12/28	11.41	11199	12.45	26080
1998/12/29	11.41	11215	12.54	23247
1998/12/30	11.41	12132	12.54	26236
1998/12/31	11.33	9195	12.45	20355
1999/1/5	10.85	17733	12.02	29607
1999/1/6	11.25	21492	12.42	52099
1999/1/7	11.96	45711	13.28	97612
1999/1/8	12.12	72618	13.72	153318
1999/1/11	12.76	92199	14.3	145613
1999/1/12	12.76	40995	14.3	74262
1999/1/13	13.16	86132	14.52	139904
1999/1/14	13.08	66925	14.3	91074
1999/1/15	13.88	97897	14.7	101225
1999/1/16	13.88	98858	14.55	172965
1999/1/18	14.04	48725	14.24	50531
1999/1/19	13.64	52400	14.09	46294
1999/1/20	13.64	43373	14.27	49689
1999/1/21	13.72	36501	14.27	66211
1999/1/22	13.24	41066	13.99	43120
1999/1/25	12.84	31044	13.38	45977
1999/1/26	13.4	28313	14.27	51036
1999/1/27	13.48	46919	14.27	116567
1999/1/28	13.56	20939	13.96	39851
1999/1/29	13.48	32441	14.12	86710
1999/1/30	13.4	21977	13.99	69040
1999/2/1	12.92	21367	13.5	49759
1999/2/2	12.68	21274	13.19	38497
1999/2/3	13.08	27299	13.78	61626
1999/2/4	12.76	22283	13.25	46963
1999/2/5	12.92	20187	13.53	55064
1999/2/6	13.08	19873	13.75	57665
1999/2/8	12.92	30480	13.68	58145
1999/2/9	12.76	18531	13.68	64189
1999/2/10	12.6	19828	13.56	36564
1999/2/20	13.4	29261	14.21	75629
1999/2/22	13.64	33091	14.3	89457
1999/2/23	13.32	29568	13.78	51084
1999/2/24	13.96	54445	14.3	62913
1999/2/25	13.96	53477	14.46	154103
1999/2/26	14.12	23306	14.95	90844
1999/3/1	13.96	23602	14.98	106223
1999/3/2	13.56	24741	14.67	73266
1999/3/3	13.72	19281	15.11	85476
1999/3/4	13.48	24966	14.67	85416
1999/3/5	13.64	15715	14.61	57423
1999/3/6	13.8	20976	14.89	116623
1999/3/8	14.04	14464	15.44	132052
1999/3/9	14.04	27667	15.44	133074
1999/3/10	14.36	35912	15.91	84265
1999/3/11	14.28	36157	15.75	76917
1999/3/12	14.6	37113	15.91	69651
1999/3/15	15.55	62737	16.99	147551
1999/3/16	15.95	68890	17.45	224772
1999/3/17	16.75	97227	17.76	208305
1999/3/18	17.39	67297	18.07	119006
1999/3/19	17.31	49813	18.07	122346
1999/3/20	17.31	32468	18.84	148066
1999/3/22	17.47	32941	18.84	94931
1999/3/23	16.75	60265	18.22	139559
1999/3/24	16.59	38368	18.38	104937
1999/3/25	16.67	25304	18.22	75770
1999/3/26	17.07	38803	18.69	98230
1999/3/29	16.67	25515	17.92	53114
1999/3/30	16.75	20668	17.92	52252
1999/3/31	16.59	18496	17.76	54106
1999/4/1	17.07	32649	18.38	65389
1999/4/2	17.31	33823	18.69	97513
1999/4/3	16.83	26760	18.22	98834
1999/4/6	17.15	21879	18.38	47075
1999/4/7	17.23	20601	18.22	26438
1999/4/8	18.35	82318	19.15	89213
1999/4/9	18.58	66137	19.92	107346
1999/4/12	19.14	54825	20.23	184236
1999/4/13	18.98	35956	20.23	76807
1999/4/14	18.82	35066	19.92	90601
1999/4/15	18.74	42255	19.46	92176
1999/4/16	18.03	50127	18.69	114589
1999/4/17	18.35	29920	19	71449
1999/4/19	18.51	27070	19.15	60799
1999/4/20	18.58	34329	18.69	44299
1999/4/21	18.19	31009	18.69	62792
1999/4/22	18.51	28490	18.84	48928
1999/4/23	18.66	34614	18.84	58483
1999/4/26	18.98	43070	19.15	63294
1999/4/27	18.9	28387	18.69	47171
1999/4/28	18.74	21486	17.76	93020
1999/4/29	17.47	53914	16.53	95134
1999/4/30	17.63	36548	15.75	108274
1999/5/3	17.07	20486	15.01	65980
1999/5/4	17.63	22133	15.75	70698
1999/5/5	17.23	27418	15.91	49984
1999/5/6	17.39	32490	15.75	48018
1999/5/7	16.91	27566	15.32	39823
1999/5/10	16.75	18659	15.6	30908
1999/5/11	16.91	18294	15.91	45796
1999/5/12	17.39	28567	15.75	28211
1999/5/13	17.39	19429	15.6	29249
1999/5/14	17.95	34830	16.68	99210
1999/5/15	17.71	21677	16.68	70387
1999/5/17	17.87	16625	16.99	58654
1999/5/18	17.55	34165	16.99	44163
1999/5/19	17.31	28565	16.68	35326
1999/5/20	17.63	30371	17.14	67644
1999/5/21	18.27	54607	17.3	85144
1999/5/24	18.58	32068	17.3	38012
1999/5/25	18.9	74152	16.99	76903
1999/5/26	19.06	52050	17.61	72194
1999/5/27	19.06	61409	18.22	135513
1999/5/28	18.74	44539	17.76	73481
1999/5/29	18.66	39775	18.07	61809
1999/5/31	18.66	28657	17.61	43112
1999/6/1	18.58	18269	17.92	32399
1999/6/2	18.98	39017	18.53	105700
1999/6/3	19.14	62124	18.69	105806
1999/6/4	19.7	47579	18.69	77621
1999/6/5	20.1	46448	19.15	81399
1999/6/7	20.98	59240	19.77	149688
1999/6/8	22.33	74879	20.39	164304
1999/6/9	22.81	63557	19.92	110272
1999/6/10	22.73	50079	20.54	178594
1999/6/11	21.7	54423	19.77	89288
1999/6/14	22.01	91888	19.61	73800
1999/6/15	23.27	130064	20.85	59444
1999/6/16	24.07	64483	21.93	229899
1999/6/17	25.66	74518	23.32	161720
1999/6/21	25.26	63652	24.87	254214
1999/6/22	25.46	66098	26.55	101852
1999/6/23	24.86	44713	25.48	236809
1999/6/24	25.66	69778	25.84	211801
1999/6/25	24.36	57865	24.06	138254
1999/6/28	24.36	29340	23.34	87573
1999/6/29	25.26	50377	24.95	123637
1999/6/30	24.56	44370	24.77	162804
1999/7/2	24.66	49095	24.95	154656
1999/7/3	24.07	36149	25.13	126898
1999/7/5	24.16	30097	24.24	74004
1999/7/6	24.66	42567	24.06	69572
1999/7/7	25.26	51746	25.3	100709
1999/7/8	25.16	42094	25.3	104127
1999/7/9	24.76	36987	25.66	209780
1999/7/12	24.46	23757	25.3	67045
1999/7/13	23.87	38163	24.06	103806
1999/7/14	22.87	62335	22.81	127548
1999/7/15	23.37	59330	23.34	127992
1999/7/16	21.78	64158	21.74	95504
1999/7/17	23.07	68896	22.45	138562
1999/7/19	23.17	42901	22.45	84128
1999/7/20	24.36	59853	23.7	95075
1999/7/21	23.97	37984	23.34	68521
1999/7/22	23.07	26897	22.63	40610
1999/7/23	23.07	19468	22.45	35622
1999/7/26	22.57	15313	22.28	26267
1999/7/27	21.38	30969	21.03	44383
1999/7/28	22.08	29519	22.45	61719
1999/7/29	21.98	20772	22.28	85562
1999/7/30	22.47	21046	22.45	46777
1999/7/31	22.08	10390	21.56	43116
1999/8/2	21.08	22662	21.03	36676
1999/8/3	20.98	28874	20.67	59242
1999/8/4	20.58	16651	19.96	37285
1999/8/5	20.49	21495	19.96	44405
1999/8/6	20.29	20993	19.96	45375
1999/8/7	21.38	32324	21.21	56773
1999/8/9	21.18	18576	21.74	65004
1999/8/10	22.57	36145	22.99	133802
1999/8/11	22.97	56529	22.81	96184
1999/8/12	23.17	46119	23.34	135918
1999/8/13	24.76	121826	24.77	221715
1999/8/16	26.25	101034	26.37	211637
1999/8/17	26.05	57074	26.55	153203
1999/8/18	25.26	37311	26.02	125399
1999/8/19	25.86	32892	26.2	100875
1999/8/20	26.15	59729	27.09	177306
1999/8/21	25.66	66377	26.73	180829
1999/8/23	25.86	24503	26.91	79557
1999/8/24	25.46	37967	26.37	115675
1999/8/25	26.65	71206	27.98	199562
1999/8/26	26.25	50037	27.62	141725
1999/8/27	25.86	25055	27.62	69340
1999/8/30	26.15	39255	29.05	175866
1999/8/31	26.85	81905	28.87	153061
1999/9/1	27.65	84151	29.76	184609
1999/9/2	27.55	56043	29.05	159310
1999/9/3	26.95	44997	28.33	124959
1999/9/4	27.05	42918	27.8	141318
1999/9/6	27.84	40457	28.16	81713
1999/9/7	26.95	44578	27.44	94933
1999/9/8	27.55	46867	29.05	163755
1999/9/9	27.55	25552	28.51	90328
1999/9/10	27.94	58124	28.69	88602
1999/9/13	28.04	29528	29.05	84810
1999/9/14	27.74	23087	28.69	55499
1999/9/15	27.25	25618	27.98	64238
1999/9/16	27.45	27101	28.16	50533
1999/9/17	27.35	25015	27.62	45035
1999/9/18	27.65	15499	27.98	29609
1999/9/20	27.65	17212	27.98	23917
1999/9/27	26.75	1923	27.09	2487
1999/9/28	25.86	3530	26.2	9217
1999/9/29	26.35	68944	26.73	166637
1999/9/30	26.55	38261	26.37	86950
1999/10/1	26.55	19660	26.73	45203
1999/10/2	26.05	23853	26.2	61937
