number,academic,conduct,year
4391,63.05,87,3
4392,80.95,87,3
4393,68.33,85,3
4394,44.16,81,3
4395,58.11,81,3
4396,17.25,81,3
4397,73.4,81,3
4398,58.05,88,3
4399,68.25,86,3
4400,83.7,86.5,3
4401,59,86,3
4402,68.14,85,3
4403,73.52,82,3
4404,70,89,3
4405,67.86,81,3
4406,59.6,87.5,3
4407,67.95,85,3
4408,64.15,91,3
4409,57.7,87,3
4410,85.14,86,3
4411,66.85,85,3
4412,73.83,89,3
4413,65.1,85,3
4414,69.55,84,3
4415,70.82,85,3
4416,73.1,94.5,3
4417,70.23,82,3
4418,69.82,92,3
4419,48.9,95,3
4420,74.52,85,3
4421,79.05,86,3
4422,60.58,87,3
4423,63.14,91,3
4424,69.73,85,3
4425,63.18,84,3
4426,63.68,85,3
4427,67.6,85,3
4428,65.22,95,3
4429,61.05,89,3
4430,77.52,95,3
4431,81.56,91,3
4432,63.53,85,3
4433,85.33,90,3
4434,61.11,89,3
4435,88.28,87,3
4436,67.72,81,3
4437,88.04,86,3
4438,84.5,88,3
4439,87.2,87,3
4440,69.1,86,3
4441,53.95,82,3
4442,77.59,87,3
4443,77.95,88,3
4444,66.05,85,3
4445,59.06,87,3
4446,82.77,89,3
4447,86.08,88,3
4448,58.05,81,3
4449,65.1,85,3
4450,68.38,87,3
4451,29.91,87,4
4452,32.59,81,3
4453,72.89,85.5,3
4454,63.67,85.5,3
4455,62.76,86,3
4456,78.05,88,3
4457,67.18,87,3
4458,68.32,89,3
4459,75,85,3
4460,76.29,85,3
4461,76.62,85,3
4462,88.61,88,3
4463,60.64,87,3
4464,50.17,85,3
4465,55.14,87,3
4466,58.5,87,3
4467,70.95,87,3
4468,70.05,95,3
4469,90.8,88,3
4470,71.95,87,3
4471,78.75,85,3
4472,80.82,85,3
4473,67.64,88,3
4474,64.1,85,3
4475,73.33,88,3
4476,68.74,87,3
4477,66.91,85,3
4478,70,85,3
4479,80.32,87,3
4480,68.14,85,3
4481,62,91.5,3
4482,79.43,88,3
4483,57.73,87,3
4484,73.91,85,3
4485,73.26,92.5,3
4486,52.46,94.5,3
4487,58.42,78,2
4488,73.17,90.5,3
4489,84.67,88,3
4490,43.89,85,3
4491,55,85,3
4492,75,88,3
4493,63.05,92,3
4494,71.59,87,3
4495,60.12,95,3
4496,60.76,85,3
4497,59.9,92,3
4498,63.4,87,3
4499,70.52,85,3
4500,65.86,85,3
4501,73.59,85,3
4502,70.95,85,3
4503,72.48,85,3
4504,71.73,85,3
4505,67.91,85,3
4506,54.85,85,3
4507,67.32,85,3
4508,64.81,85,3
4509,75.43,88,3
4510,68.05,86,3
4511,34.79,85,2
4512,45.1,84,3
4513,68.5,85,3
4514,77.43,91.5,3
4515,61.77,88,3
4516,80.71,85,3
4517,74.1,85,3
4518,57.64,85,3
4519,73.13,85,3
4520,63.14,85,3
4521,68.95,86,3
4522,73,90,3
4523,46.45,84,3
4524,76.95,85,3
4525,48.16,85,3
4526,69.95,89,3
4527,72.14,95,3
4528,64.56,85,3
4529,91.48,89.5,3
4530,78.29,85,3
4531,68.1,85,3
4532,60.05,88,3
4533,56.77,84,3
4534,65.07,89,3
4535,66.17,85,3
4536,74.9,85,3
4537,78.74,89,3
4538,81.91,90,3
4539,68.27,84,3
4540,63.36,85,3
4541,82.33,85,3
4542,54.56,84,3
4543,85.05,85,3
4544,86.13,86,3
4545,61.45,88,3
4546,70.33,84,3
4547,59.9,84,3
4548,73.71,85,3
4549,87.2,92,3
4550,68.18,86,3
4551,67.86,85,3
4552,70.48,81,3
4553,78.56,85,3
4554,59.67,85,3
4555,83.71,89,3
4556,66.41,84,3
4557,46.89,85,3
4558,51.94,84,3
4559,31.64,84,3
4560,66.73,85,3
4561,53.86,85,3
4562,44.21,84,3
4563,56.77,84,3
4564,49.7,84,3
4565,54.63,84,3
4566,85.9,85,3
4567,75.44,85,3
4568,66.14,89,3
4569,56.32,89,3
4570,71.35,89,3
4571,79.4,89,3
4572,78.86,92,3
4573,74.95,89,3
4574,79.67,89,3
4575,70.05,89,3
4576,49.76,85,3
4577,53.59,87,3
4578,65.73,89,3
4579,78.57,89,3
4580,80.76,89,3
4581,87.32,89,3
4582,68.95,88,3
4583,62,88,3
4584,78,94,3
4585,74.18,85,3
4586,87.67,89,3
4587,73.52,95,3
4588,72.45,89,3
4589,73.7,92.5,3
4590,77.76,89,3
4591,71.48,89,3
4592,64.14,91,3
4593,66.56,89,3
4594,76.11,88,3
4595,77.95,91,3
4596,75.76,91,3
4597,85.05,89,3
4598,69.64,89,3
4599,76.27,93,3
4600,80.45,89,3
4601,57.55,89,3
4602,67.05,91,3
4603,73.36,92,3
4604,66.05,89,3
4605,50.06,89,3
4606,69.25,90,3
4607,76.09,90,3
4608,62.62,87,3
4609,70.57,87,3
4610,72.27,89,3
4611,62.36,85,3
4612,60.35,85,3
4613,66.68,85,3
4614,17.36,85,3
4615,96.42,91,3
4616,70.16,86,3
4617,70.59,87,3
4618,76.67,87,3
4619,78.1,86,3
4620,77.86,86,3
4621,77.86,88,3
4622,93.94,92,3
4623,75,86,3
4624,74.24,88,3
4625,67.38,86,3
4626,66,93,3
4627,92,86,3
4628,59.83,80,3
4629,70.76,88,1
4630,64.95,87,3
4631,67.5,86,3
4632,64.84,88.5,3
4633,71.73,87,3
4634,86.69,86,3
4635,75,90,3
4636,64.29,83,3
4637,81.56,92,3
4638,84.73,86,3
4639,77.81,87,3
4640,67.19,86,3
4641,89.94,90,3
4642,71.16,91,3
4643,66.72,86.5,3
4644,65.53,87,3
4645,65.95,86,3
4646,80,87,3
4647,72.59,81,3
4648,81.89,87,3
4649,40.44,84,3
4650,64.32,81,3
4651,63.47,86,3
4652,68.31,88.5,3
4653,80.43,86,3
4654,78.79,90,3
4655,55.95,80,3
4656,65.94,86.5,3
4657,70.95,86,3
4658,75.22,81,3
4659,76.88,88,3
4660,73.48,89,3
4661,66.18,91.5,3
4662,71.33,91,3
4663,72.85,81,3
4664,77.52,79,3
4665,59,79,3
4666,46.75,80,3
4667,50.86,79,3
4668,55.63,95,3
4669,58,92,3
4670,85.64,88,3
4671,45.95,81,3
4672,86.47,90,3
4673,75.9,88,3
4674,73.62,88,3
4675,3.38,79,2
4676,77.05,85,3
4677,66.16,90,3
4678,71.91,85,3
4679,90.43,90,3
4680,43.5,88,3
4681,74.43,94.5,3
4682,83.84,80.5,3
4683,71.48,85,3
4684,78.86,90,3
4685,92.67,92,3
4686,76.36,90.5,3
4687,84.52,93,3
4688,54.63,85,3
4689,72.42,84,3
4690,76.31,90,3
4691,76.05,91,3
4692,74.27,88,3
4693,75.8,89,3
4694,62,86,3
4695,91.61,91,3
4696,68.94,88,3
4697,78,89,3
4698,68.11,87,3
4699,79,91,3
4700,71.75,88,3
4701,64.64,88,3
4702,21.95,82,3
4703,60.27,83,3
4704,77.58,88,3
4705,79.35,88,3
4706,76.33,90,3
4707,73.36,92,3
4708,74.55,88,3
4709,69.26,94.5,3
4710,68.9,91,3
4711,71.47,88,3
4712,59.93,85,3
4713,69.56,89,3
4714,74.5,88,3
4715,65.04,88,3
4716,74.63,82,3
4717,66.79,81,3
4718,69.18,82,3
4719,50.42,81,3
4720,45.68,83,3
4721,70.95,89,3
4722,74,79,3
4723,78.6,83,3
4724,76.29,87,3
4725,71.74,86,3
4726,64.89,89.5,3
4727,74.68,82,3
4728,82.56,86,3
4729,81.1,82,3
4730,72.64,88.5,3
4731,77.76,86,3
4732,73.87,86.5,3
4733,75.11,85,3
4734,71.1,86,3
4735,74.05,91.5,3
4736,52.76,78,3
4737,66.71,85,3
4738,76.06,84,3
4739,82,88,3
4740,83.73,87,3
4741,73.24,92.5,3
4742,69.4,84,3
4743,71.48,81,3
4744,83.25,88,3
4745,89.92,90,3
4746,73.12,81,3
4747,65.7,80,3
4748,81.25,86,3
4749,62.33,78,3
4750,61.17,82,3
4751,85.4,86,3
4752,68.62,86,3
4753,69.83,88,3
4754,71.79,86,3
4755,65.53,80,3
4756,77.06,82,3
4757,66.7,88,3
4758,70.15,80,3
4759,77.63,78,3
4760,47.5,87,3
4761,73.18,90.5,3
4762,81,86,3
4763,58.18,87,3
4764,70.71,89.5,3
4765,57.53,91.5,3
4766,76,86,3
4767,84.05,91,3
4768,72,84,3
4769,75.9,89.5,3
4770,70.58,87,3
4771,75.18,80,3
4772,59.1,77,3
4773,80,77,3
4774,33.31,85,3
4775,67,87,3
4776,74.19,85,3
4777,70.81,85,3
4778,62.95,95,3
4779,74.42,89,3
4780,77.4,92,3
4781,82.4,92,3
4782,72.48,89,3
4783,72.18,88,3
4784,76.61,92,3
4785,62.05,88,3
4786,63,85,3
4787,79.7,88,3
4788,72.38,79,3
4789,76.72,84,3
4790,73.64,90.5,3
4791,68.1,90,3
4792,68.2,88,3
4793,73.12,87,3
4794,86.32,85,3
4795,83.57,89,2
4796,86.32,92,3
4797,78.75,90,3
4798,74.84,83,3
4799,83.14,88.5,3
4800,76.07,92,3
4801,71.69,86,2
4802,84.45,87,3
4803,64.36,85,3
4804,74.21,87,3
4805,87.48,89.5,3
4806,84.13,87,3
4807,77.56,93.5,3
4808,75.17,93,3
4809,86.5,88,3
4810,63.19,85,3
4811,62.43,92,3
4812,60.68,86,3
4813,21.77,83,2
4814,89.63,92,3
4815,70.41,91.5,3
4816,85.86,85,2
4817,81.05,86,3
4818,74.95,90,3
4819,68.67,81,4
4820,67.71,90,3
4821,59.8,86,3
4822,54.24,87,3
4823,42.86,86,3
4824,75.5,85,2
4825,62.04,86,3
4826,72.95,89,3
4827,60.05,81,3
4828,62.24,87,3
4829,67.3,91.5,3
4830,67.43,86,3
4831,66.62,90,3
4832,77.55,92,3
4833,62.09,88,3
4834,67.19,87,3
4835,59.74,86,3
4836,48.11,86,3
4837,67.36,93,3
4838,60.1,91.5,3
4839,47.45,82,3
4840,72.91,92,3
4841,81.68,87,3
4842,58.64,87,3
4843,83.6,81,3
4844,85.09,87,3
4845,78.42,89,3
4846,76.15,93.5,3
4847,77.17,88,3
4848,62.41,86,3
4849,78.82,94.5,3
4850,80.32,90,3
4851,69.5,89,3
4852,77.73,87,3
4853,85.04,85,3
4854,77.75,86,3
4855,78.26,85,3
4856,62.65,86,3
4857,73.88,87,3
4858,85.36,93,3
4859,64.44,85,3
4860,64.64,86,3
4861,76.35,85,3
4862,65.68,85,3
4863,51.62,85,3
4864,64.77,86,3
4865,67.43,86,3
4866,77.23,92,3
4867,72,90,3
4868,78.46,85,3
4869,65.35,87,2
4870,45.9,80,3
4871,81.6,87,3
4872,61.32,81,3
4873,67.43,87,3
4874,74.65,85,3
4875,72.45,86,3
4876,69.7,86,3
4877,58.05,85,3
4878,92.83,87,3
4879,70.94,85,3
4880,71.1,85,3
4881,73.1,84,3
4882,81.14,85,3
4883,83.9,86,3
4884,84.94,89,3
4885,90.3,86,3
4886,79.29,86,3
4887,81.05,90,3
4888,73.86,85,3
4889,75.36,85,3
4890,69.43,85,3
4891,89.71,85,3
4892,76.29,85,3
4893,82.96,85,3
4894,58.5,86,3
4895,68.5,85,3
4896,68.86,86,3
4897,86.73,85,3
4898,97.05,88,3
4899,70.22,85,3
4900,76.9,85,3
4901,58.55,84,3
4902,77.05,85,3
4903,84.95,86,3
4904,73.64,85,3
4905,68.38,87,3
4906,77.36,85,3
4907,50.2,86,3
4908,50.55,85,3
4909,63.07,85,3
4910,82.61,85,3
4911,76.3,86,3
4912,69.09,84,3
4913,57.5,85,3
4914,55,85,3
4915,54.45,85,3
4916,32.06,85,3
4917,59.43,86,3
4918,71,85,3
4919,62.48,85,3
4920,66.77,85,3
4921,76.78,85,3
4922,69.05,85,3
4923,70.06,85,3
4924,73.83,85,3
4925,59.87,85,3
4926,66.06,85,3
4927,70.35,86,3
4928,74.32,85,3
4929,80.17,87,3
4930,51.48,86,3
4931,85.1,85,3
4932,77.55,85,3
4933,65.85,85,3
4934,77.18,85,3
4935,87.58,86,3
4936,58.29,85,3
4937,73.41,85,3
4938,46.76,86,3
4939,70.83,85,3
4940,63.53,85,3
4941,84.27,85,3
4942,74.27,85,3
4943,60.44,84,3
4944,55.75,85,3
4945,74.77,85,3
4946,79.8,89,3
4947,65.41,85,3
4948,71.95,85,3
4949,62.88,85,3
4950,68.38,85,3
4951,66.43,87,3
4952,76.65,85,3
4953,55,85,3
4954,60.35,85,3
4955,84.95,85,3
4956,79.38,85,3
4957,59.95,86,3
4958,91.5,85,3
4959,80.18,85,3
4960,78.55,88,3
4961,86.12,85,3
4962,69.29,85,3
4963,84.41,85,3
4964,76.06,85,3
4965,80.32,85,3
4966,72.62,85,3
4967,72.09,85,3
4968,70.43,85,3
4969,62.86,85,3
4970,63.24,85,3
4971,85.35,85,3
4972,73.41,85,3
4973,85.17,88,3
4974,63.87,87,3
4975,57.7,85,3
4976,71.16,85,3
4977,62.8,85,3
4978,70.33,89,3
4979,66.55,87,3
4980,72.9,85,3
4981,79.37,88,3
4982,59.18,86,3
4983,60.5,86,3
4984,67.48,85,3
4985,45.55,85,3
4986,70.35,86,3
4987,74.11,85,3
4988,86.84,85,3
4989,72.25,93,3
4990,77.05,86,3
4991,86.67,85,3
4992,87.63,87,3
4993,60.5,79,2
4994,61.07,86,3
4995,62.95,85,3
4996,60.05,85,3
4997,77,85,3
4998,58.86,85,3
4999,72.5,86,3
5000,85.1,85,3
5001,74.71,85,3
5002,56.05,85,3
5003,65.48,85,3
5004,69.29,85,3
5005,83.59,87,3
5006,92.1,87,3
5007,63.73,85,3
5008,59.67,85,3
5009,70.58,85,3
5010,93.25,88,3
5011,63.05,85,3
5012,62.14,86,3
5013,70.75,86,3
5014,86.26,86,3
5015,72.04,85,3
5016,66.32,85,3
5017,89.9,87,3
5018,42.47,85,3
5019,82.28,91,3
5020,59.33,85,3
5021,60.67,87,3
5022,76.14,90,3
5023,81.05,86,3
5024,73.05,85,3
5025,83.86,90,3
5026,69.18,84,3
5027,87.59,89,3
5028,81.36,87,3
5029,70.81,88,3
5030,77.3,85,3
5031,97.6,93,3
5032,79.73,89,3
5033,66.82,85,2
5034,61.23,89,3
5035,76.38,88,3
5036,85.11,89,3
5037,81.77,89,3
5038,77.48,90,3
5039,75,90,3
5040,87.76,89,3
5041,66.73,85,3
5042,82.23,87,3
5043,77.23,86,3
5044,67.82,85,3
5045,57.13,87,3
5046,77.19,85,3
5047,64.36,91,3
5048,83.58,88,3
5049,54.65,85,3
5050,61,85,3
5051,65.13,86,3
5052,87.75,92,3
5053,66.22,85,3
5054,59.07,85,3
5055,50.2,85,3
5056,62,88,3
5057,66.67,87,3
5058,89.2,87,3
5059,56.37,90,3
5060,64.57,88,3
5061,71.59,85,3
5062,45.13,85,3
5063,7.28,85,3
5064,57.22,85,4
5065,93.18,90,3
5066,30.31,85,3
5067,54.25,87,3
5068,79.28,85,3
5069,67.29,89,3
5070,65.75,85,3
5071,70.11,87,3
5072,86.5,86,3
5073,71.76,85,3
5074,86.13,88,3
5075,74.42,87,3
5076,80.56,85,3
5077,81.35,87,3
5078,93.05,90,3
5079,88.65,89,3
5080,87.29,85,3
5081,82.67,88,3
5082,70.42,88,3
5083,71.07,85,3
5084,67.55,87,3
5085,38.19,85,3
5086,69.68,89,3
5087,74.29,85,3
5088,69.67,88,3
5089,68.71,88,3
5090,78.06,88,3
5091,51.24,86,3
5092,81.9,88,3
5093,86.59,90,3
5094,72,88,3
5095,52.25,87,3
5096,85.77,87,3
5097,78.75,85,3
5098,76.78,89,3
5099,71.88,89,3
5100,81,85,3
5101,72.68,88,3
5102,84.36,87,3
5103,82,86,3
5104,66.21,86,3
5105,67.09,88,3
5106,67.39,87,3
5107,81.73,90,3
5108,67.18,89,3
5109,78.77,89,3
5110,76.2,90,3
5111,75.84,88,3
5112,88.17,89,3
5113,73.22,88,3
5114,73.16,86,3
5115,75.45,85,4
5116,43.56,86,3
5117,70.32,85,3
5118,75.13,86,3
5119,79.35,85,3
5120,74.25,86,3
5121,70.95,87,3
5122,79.6,87,3
5123,70.95,85,3
5124,78.44,89,3
5125,54.5,84,3
5126,68.5,90,3
5127,80.26,87,3
5128,66.41,86,3
5129,80.36,85,3
5130,60.41,90,3
5131,71.6,83,3
5132,72.41,88,3
5133,73.36,86,3
5134,70.73,87,3
5135,69.5,87,3
5136,70.33,88,3
5137,82.81,89,3
5138,75.28,88,3
5139,71.71,86,3
5140,55.68,84,3
5141,67.13,83,3
5142,74.86,88,3
5143,89.86,85,3
5144,78.95,92,3
5145,71.05,85,3
5146,74.77,92,3
5147,82.37,83,3
5148,74.27,87,3
5149,77.33,87,3
5150,84.27,91,3
5151,74.73,84,3
5152,76.52,87,3
5153,75.32,88,3
5154,57.84,85,3
5155,53.74,89,3
5156,90.25,93,3
5157,80,84,3
5158,79.36,88,3
5159,78.33,85,3
5160,89.6,89,3
5161,79.36,85,3
5162,87.69,88,3
5163,57.86,85,3
5164,76.73,86,3
5165,51.86,83,3
5166,21.85,86,3
5167,54.8,83,3
5168,79.73,87,3
5169,76.77,88,3
5170,87.45,90,3
5171,70.57,91,3
5172,67.85,92,3
5173,49.89,88,3
5174,88.48,93,3
5175,67.9,89,3
5176,73.23,90,3
5177,67.64,89,3
5178,77.64,88,3
5179,74.27,90,3
5180,74.18,91,3
5181,84.05,90,3
5182,75.95,90,3
5183,87.27,93,3
5184,73.55,93,3
5185,66.73,91,3
5186,84.64,89,3
5187,61.14,90,3
5188,77.24,90,3
5189,78.19,90,3
5190,81.77,90,3
5191,69,88,3
5192,85.26,94.5,3
5193,72.38,89,3
5194,85.4,89,3
5195,80.59,89,3
5196,55.38,90,3
5197,81.45,92,3
5198,80.11,94,3
5199,74.84,92,3
5200,73.23,89,3
5201,90,89,3
5202,58.86,89,3
5203,75.23,90,3
5204,82.95,91,3
5205,75.79,89,3
5206,71.42,93,3
5207,78.45,89,3
5208,82.95,90,3
5209,50.82,90,4
5210,65.85,78.5,3
5211,63.24,89,3
5212,58.58,89,3
5213,75.83,88,3
5214,69.68,86,2
5215,91.17,93,3
5216,69.59,89,3
5217,68.77,89,3
5218,85.64,87,3
5219,67.86,95,3
5220,72.88,87,3
5221,67.68,90,3
5222,66.65,87,3
5223,72.73,88,3
5224,53.77,89,3
5225,66.8,82,3
5226,51.14,83,3
5227,85.28,88,3
5228,77.16,78,3
5229,71.27,87,3
5230,63.05,82,3
5231,87.95,89,3
5232,65.86,83,3
5233,87.35,87,3
5234,75.05,88,3
5235,67.74,82,3
5236,57.7,89,3
5237,81.68,83,3
5238,66.59,81,3
5239,65.56,89,3
5240,61.95,88.5,3
5241,81.7,90,3
5242,76.9,78,3
5243,70.68,82,3
5244,72,89,3
5245,84.62,90,3
5246,57.63,85,3
5247,59.18,86,3
5248,63.27,86,3
5249,66.18,90,3
5250,92.79,86,3
5251,78.29,91,3
5252,75,88,3
5253,70.5,84,3
5254,66.27,81,3
5255,72.14,82,3
5256,62.27,81,3
5257,72.38,80,3
5258,66.73,81,3
5259,38.06,79,3
5260,70.39,85,3
5261,36.71,79,3
5262,1.69,78,3
5263,43.83,78,3
5264,74.82,80,3
5265,78.05,88,3
5266,58.88,79,3
5267,72.63,83,3
5268,84,81,3
5269,81.32,85,3
5270,83.95,85,3
5271,69.67,79,3
5272,69.94,84.5,3
5273,73.05,84,3
5274,84.57,85,3
5275,75.67,85,3
5276,77.89,83,3
5277,73.38,79,3
5278,82.16,83,3
5279,76.74,83.5,3
5280,79.95,86.5,3
5281,64.47,83,3
5282,75.53,79.5,3
5283,78.37,90.5,3
5284,82.14,87.5,3
5285,75.76,85,3
5286,64,81.5,3
5287,81.79,86,3
5288,80.76,87.5,3
5289,81.22,86,3
5290,62.16,82,3
5291,82.15,87,3
5292,77.33,87,3
5293,76.37,85.5,3
5294,76.24,85.5,3
5295,77.71,86.5,3
5296,76.48,85.5,3
5297,79.1,85,3
5298,80.42,84.5,3
5299,77.73,83,3
5300,78.21,87,3
5301,82.95,85.5,3
5302,70.14,81,3
5303,79.16,86,3
5304,86.29,85,2
5305,74.42,85,3
5306,79.86,85,3
5307,77.24,79,3
5308,82.74,85.5,3
5309,81.14,83,3
5310,79.28,85.5,2
5311,80.29,85,3
5312,73.74,79.5,3
5313,68.33,81,3
5314,84.53,83.5,3
5315,81.1,85.5,3
5316,81.77,87.5,3
5317,82.11,85.5,3
5318,79.38,81.5,3
5319,55.16,84,2
5320,81.53,87,3
5321,79.24,82,3
5322,74.93,88,3
5323,74.76,88.5,3
5324,82.59,86,3
5325,84.53,86,3
5326,79.05,89,3
5327,79.16,87.5,3
5328,71.24,85,3
5329,52.42,91,3
5330,79.29,87.5,3
5331,79.83,88,3
5332,48.6,82,3
5333,86.67,87,3
5334,56.06,85.5,3
5335,73,91,3
5336,59.11,84.5,3
5337,72.94,89,3
5338,84.52,87,3
5339,53.2,83,3
5340,74.71,87,3
5341,72.78,83,3
5342,86.82,86,3
5343,74.84,87,3
5344,82.67,82,3
5345,75.18,83,3
5346,78.18,86,3
5347,73.56,86,3
5348,73.29,89.5,3
5349,84.65,87,3
5350,77.18,86,3
5351,81.38,88,3
5352,84.53,86,3
5353,74.19,85,3
5354,79.35,86,3
5355,85.19,88,3
5356,80.81,82,3
5357,80.82,86,3
5358,79.29,83,3
5359,81.67,90,3
5360,87.11,88.5,3
5361,74.4,87,3
5362,89.65,87,3
5363,81.71,87,3
5364,72.32,86,3
5365,67.17,87,3
5366,80.41,89,3
5367,79.19,91,3
5368,80.47,82,3
5369,54,82,3
5370,74.58,82,3
5371,84.4,87,3
5372,82,91.5,3
5373,78.44,86.5,3
5374,43.41,82,3
5375,78.88,90,3
5376,75.67,85,3
5377,68,89.5,3
5378,74.82,85,3
5379,86.63,88,3
5380,83.4,84,3
5381,79.38,84,3
5382,85,85,3
5383,79,87,3
5384,79.33,85,3
5385,80.1,87,3
5386,59.56,83,3
5387,84.63,89,3
5388,85.1,85,3
5389,88.89,85,3
5390,83.33,89,3
5391,70.33,83,3
5392,84.22,88,3
5393,86,82,3
5394,71.75,88,3
5395,83.38,85,3
5396,86,88,3
5397,85.71,85,3
5398,86,90,3
5399,75.9,88,3
5400,84.22,88,3
5401,83.36,87,3
5402,80.63,87,3
5403,82.22,85,3
5404,76.71,88,3
5405,80.05,85,3
5406,78.67,87,3
5407,79,85,3
5408,81.5,92,3
5409,84.86,85,3
5410,78.78,88,3
5411,81,85,3
5412,83.44,86,3
5413,86.86,85,3
5414,85.25,87,3
5415,64.09,88,3
5416,56.5,83,3
5417,71.82,86,3
5418,86.95,88,3
5419,69.9,88,3
5420,81.33,85,3
5421,84.67,88,3
5422,83.9,85,3
5423,83.5,89,3
5424,79.05,81,3
5425,77.56,88,3
5426,83.67,85,3
5427,83,89,3
5428,80.2,85,3
5429,80.1,87,3
5430,89.33,85,3
5431,85.6,88,3
5432,44.67,85,3
5433,79.56,87,3
5434,84.13,81,3
5435,79.56,88,3
5436,86.18,81.5,3
5437,46.14,86,3
5438,83.5,88,3
5439,84.6,81,3
5440,73.55,83.5,3
5441,78,83,3
5442,68.06,79.5,3
5443,81,88,3
5444,68.65,84,3
5445,52.27,81,3
5446,78.07,83,3
5447,75.87,82,3
5448,80.11,83,3
5449,83.53,91,3
5450,80.06,83,3
5451,79.96,81,3
5452,88.18,86,3
5453,78.65,83,3
5454,84.65,87,3
5455,82.76,88,3
5456,89.65,87,3
5457,57.14,83,3
5458,72.75,85,3
5459,87.33,85,3
5460,74.53,87,3
5461,81.29,81,3
5462,81.33,81,3
5463,76.21,81,3
5464,65.76,86,3
5465,71.8,87,3
5466,81.65,86,3
5467,85,83,3
5468,79.27,86,3
5469,80.35,86,3
5470,78,86,3
5471,88.91,81,2
5472,82.62,87,3
5473,79.63,81,3
5474,83.26,86,3
5475,77.59,86,3
5476,71.53,84,3
5477,70.91,89,3
5478,82.19,88,3
5479,85.6,90,3
5480,72,90,3
5481,68.35,85,3
5482,81.59,89,3
5483,55.33,84,3
5484,69.06,91,3
5485,73.7,88,3
5486,80.45,86,3
5487,71.82,86,3
5488,85.24,88,3
5489,79.83,88,3
5490,73.47,89,3
5491,82.47,85,3
5492,68.41,87,3
5493,58.75,88,3
5494,77.14,89,3
5495,71.82,83,3
5496,72.78,83,3
5497,74.47,87,3
5498,90.75,88,3
5499,82.22,86,3
5500,75.44,87,3
5501,92.42,91,3
5502,76.67,88,3
5503,80.33,91,3
5504,82.81,82,3
5505,86.28,90,3
5506,77.06,88,3
5507,75.76,89,3
5508,86.83,92,3
5509,83.73,86,3
5510,76.85,88,3
5511,89.15,88,3
5512,92.76,86,3
5513,70.1,89,3
5514,61.55,87,3
5515,69.53,88,3
5516,70.95,85,3
5517,71.48,86,3
5518,85.58,85,3
5519,80.65,86,3
5520,80.71,88,3
5521,61.67,83,3
5522,74.15,90,3
5523,80.59,87,3
5524,70.59,87,3
5525,76.91,89,3
5526,77.33,88,3
5527,77.41,83,3
5528,65.85,91,3
5529,78.81,86,3
5530,69.38,88,3
5531,80.53,87,3
5532,83,87,3
5533,72.31,87,3
5534,81.32,88,3
5535,68,91,3
5536,77.25,89,3
5537,72.29,92,3
5538,79.7,86,3
5539,68.94,94,3
5540,74.74,90,3
5541,64.6,78,3
5542,76.59,82,3
5543,82.9,87,3
5544,71.14,79,3
5545,80.09,81,3
5546,78.33,83,3
5547,82.09,79,3
5548,64.95,78,3
5549,74.6,82,3
5550,74.47,85,3
5551,80.35,85,3
5552,87.73,89,3
5553,72.23,82,3
5554,80.71,82,3
5555,89,88,3
5556,82.48,83,3
5557,85.05,87,3
5558,87.2,87,3
5559,61.04,88,3
5560,72.59,84,3
5561,75.43,82,3
5562,82.41,82,3
5563,84.3,86,3
5564,82.1,82,3
5565,81.75,86,3
5566,71.74,82,3
5567,52.33,82,3
5568,85,88,3
5569,77,78,3
5570,67.14,84,3
5571,78.17,89,3
5572,84.32,87,3
5573,78.47,79,3
5574,80.05,88,3
5575,76.68,87,3
5576,75.75,78,3
5577,78.85,83,3
5578,74.16,79,3
5579,90.32,87,3
5580,73.71,82,3
5581,79.53,82,3
5582,66.4,82,3
5583,87.57,87,3
5584,80.75,82,3
5585,76.21,82,3
5586,85,86,3
5587,80.91,83,3
5588,75.29,79,3
5589,80.55,85,3
5590,73.48,78,3
5591,83.89,84,3
5592,75.71,86,3
5593,81.13,87,3
5594,77.91,83,3
5595,70.55,82,3
5596,84.4,85,3
5597,76.95,87,3
5598,60.31,78,2
5599,83.65,83,3
5600,83.05,87,3
5601,84.43,88,3
5602,82.9,79,3
5603,72.4,84,3
5604,87,87,3
5605,74.05,79,3
5606,75.27,85,3
5607,73.45,79,3
5608,84.9,90,3
5609,78.95,81,3
5610,86.5,85,3
5611,84.82,88,3
5612,78.2,85,3
5613,74.15,83,3
5614,73.52,87,3
5615,78.1,85,3
5616,76.62,82,3
5617,81.47,82,3
5618,83.7,88,3
5619,81.1,90,3
5620,76.86,83,3
5621,75,87,3
5622,80.81,92,3
5623,72.27,85,3
5624,85.85,85,3
5625,86.65,87,3
5626,68.62,88,3
5627,67.81,72.5,3
5628,83.11,85,3
5629,83.37,87,3
5630,81.17,87,3
5631,88.3,84,3
5632,84.81,87,3
5633,78.27,87,3
5634,68.57,84,3
5635,76.86,86,3
5636,71.19,78,3
5637,85.86,87,3
5638,77.6,82,3
5639,83.7,88,3
5640,84.62,85,3
5641,87.46,84,3
5642,85.24,81,3
5643,60.44,84,3
5644,73,80,3
5645,74.46,88,3
5646,64.48,84,3
5647,77.12,87,3
5648,55.58,82,3
5649,79.95,88,3
5650,92.05,87,3
5651,80.39,86,3
5652,80.6,83,3
5653,77.6,77,3
5654,86.32,86,3
5655,89.25,86,3
5656,76.77,83,3
5657,81.36,80,3
5658,80.6,87,3
5659,85.9,86,3
5660,71.29,79,3
